9.4231e-07 53782
1.8846e-06 53782
2.8269e-06 53782
3.7692e-06 53781
4.7115e-06 53781
5.6538e-06 53781
6.5962e-06 53781
7.5385e-06 53781
8.4808e-06 53781
9.4231e-06 53781
1.0365e-05 53780
1.1308e-05 53779
1.225e-05 53778
1.3192e-05 53776
1.4135e-05 53774
1.5077e-05 53770
1.6019e-05 53764
1.6962e-05 53756
1.7904e-05 53745
1.8846e-05 53729
1.9788e-05 53706
2.0731e-05 53676
2.1673e-05 53634
2.2615e-05 53577
2.3558e-05 53502
2.45e-05 53402
2.5442e-05 53272
2.6385e-05 53103
2.7327e-05 52888
2.8269e-05 52616
2.9212e-05 52275
3.0154e-05 51854
3.1096e-05 51340
3.2038e-05 50719
3.2981e-05 49980
3.3923e-05 49109
3.4865e-05 48099
3.5808e-05 46941
3.675e-05 45634
3.7692e-05 44178
3.8635e-05 42579
3.9577e-05 40850
4.0519e-05 39008
4.1462e-05 37074
4.2404e-05 35074
4.3346e-05 33036
4.4288e-05 30990
4.5231e-05 28965
4.6173e-05 26988
4.7115e-05 25085
4.8058e-05 23275
4.9e-05 21576
4.9942e-05 19998
5.0885e-05 18550
5.1827e-05 17234
5.2769e-05 16049
5.3712e-05 14994
5.4654e-05 14063
5.5596e-05 13248
5.6538e-05 12543
5.7481e-05 11939
5.8423e-05 11428
5.9365e-05 11002
6.0308e-05 10654
6.125e-05 10376
6.2192e-05 10162
6.3135e-05 10006
6.4077e-05 9903.4
6.5019e-05 9848.2
6.5962e-05 9836.5
6.6904e-05 9864.4
6.7846e-05 9928.3
6.8788e-05 10025
6.9731e-05 10152
7.0673e-05 10307
7.1615e-05 10488
7.2558e-05 10693
7.35e-05 10920
7.4442e-05 11168
7.5385e-05 11435
7.6327e-05 11722
7.7269e-05 12026
7.8212e-05 12348
7.9154e-05 12687
8.0096e-05 13042
8.1038e-05 13413
8.1981e-05 13800
8.2923e-05 14203
8.3865e-05 14621
8.4808e-05 15054
8.575e-05 15502
8.6692e-05 15965
