9.4231e-06 70112
1.8846e-05 70112
2.8269e-05 70112
3.7692e-05 70112
4.7115e-05 70112
5.6538e-05 70112
6.5962e-05 70112
7.5385e-05 70111
8.4808e-05 70111
9.4231e-05 70110
0.00010365 70109
0.00011308 70107
0.0001225 70104
0.00013192 70099
0.00014135 70093
0.00015077 70084
0.00016019 70070
0.00016962 70051
0.00017904 70023
0.00018846 69985
0.00019788 69931
0.00020731 69857
0.00021673 69756
0.00022615 69621
0.00023558 69440
0.000245 69201
0.00025442 68890
0.00026385 68489
0.00027327 67977
0.00028269 67332
0.00029212 66529
0.00030154 65544
0.00031096 64349
0.00032038 62920
0.00032981 61237
0.00033923 59283
0.00034865 57051
0.00035808 54542
0.0003675 51770
0.00037692 48762
0.00038635 45554
0.00039577 42198
0.00040519 38752
0.00041462 35279
0.00042404 31846
0.00043346 28515
0.00044288 25340
0.00045231 22368
0.00046173 19632
0.00047115 17152
0.00048058 14938
0.00049 12987
0.00049942 11288
0.00050885 9825.2
0.00051827 8577.1
0.00052769 7520.8
0.00053712 6633.5
0.00054654 5892.7
0.00055596 5278
0.00056538 4771
0.00057481 4355.4
0.00058423 4017.5
0.00059365 3745.5
0.00060308 3529.6
0.0006125 3361.6
0.00062192 3234.9
0.00063135 3144
0.00064077 3084.5
0.00065019 3052.8
0.00065962 3046.1
0.00066904 3046.1
0.00067846 3046.1
0.00068788 3046.1
0.00069731 3046.1
0.00070673 3046.1
0.00071615 3046.1
0.00072558 3046.1
0.000735 3046.1
0.00074442 3046.1
0.00075385 3046.1
0.00076327 3046.1
0.00077269 3046.1
0.00078212 3046.1
0.00079154 3046.1
0.00080096 3046.1
0.00081038 3046.1
0.00081981 3046.1
0.00082923 3046.1
0.00083865 3046.1
0.00084808 3046.1
0.0008575 3046.1
0.00086692 3062.1
0.00087635 3098.8
0.00088577 3154.9
0.00089519 3229.2
0.00090462 3320.8
0.00091404 3429.1
0.00092346 3553.7
0.00093288 3694.1
0.00094231 3850.4
0.00095173 4022.5
0.00096115 4210.5
0.00097058 4414.6
0.00098 4635.2
0.00098942 4872.6
0.00099885 5127.4
0.0010083 5400.1
0.0010177 5691.2
0.0010271 6001.5
0.0010365 6331.7
0.001046 6682.4
0.0010554 7054.3
0.0010648 7448.3
0.0010742 7865
0.0010837 8305.2
0.0010931 8769.5
0.0011025 9258.6
0.0011119 9773.2
0.0011213 10314
0.0011308 10881
0.0011402 11475
0.0011496 12096
0.001159 12745
0.0011685 13421
0.0011779 14126
0.0011873 14858
0.0011967 15617
0.0012062 16405
0.0012156 17218
0.001225 18059
0.0012344 18925
0.0012438 19816
0.0012533 20732
0.0012627 21670
0.0012721 22630
0.0012815 23611
0.001291 24612
0.0013004 25630
0.0013098 26664
0.0013192 27713
0.0013287 28775
0.0013381 29848
0.0013475 30930
0.0013569 32019
0.0013663 33114
0.0013758 34212
0.0013852 35311
0.0013946 36409
0.001404 37505
0.0014135 38597
0.0014229 39682
0.0014323 40758
0.0014417 41825
0.0014512 42880
0.0014606 43921
0.00147 44948
0.0014794 45958
0.0014888 46950
0.0014983 47923
0.0015077 48876
0.0015171 49808
0.0015265 50718
0.001536 51604
0.0015454 52467
0.0015548 53305
0.0015642 54119
0.0015737 54907
0.0015831 55670
0.0015925 56407
0.0016019 57119
0.0016113 57804
0.0016208 58464
0.0016302 59098
0.0016396 59706
0.001649 60290
0.0016585 60849
0.0016679 61383
0.0016773 61893
0.0016867 62380
0.0016962 62845
0.0017056 63286
0.001715 63707
0.0017244 64106
0.0017338 64484
0.0017433 64843
0.0017527 65183
0.0017621 65505
0.0017715 65809
0.001781 66095
0.0017904 66366
0.0017998 66621
0.0018092 66861
0.0018187 67086
0.0018281 67299
0.0018375 67498
0.0018469 67684
0.0018563 67859
0.0018658 68023
0.0018752 68176
0.0018846 68320
0.001894 68454
0.0019035 68578
0.0019129 68695
0.0019223 68803
0.0019317 68904
0.0019412 68998
0.0019506 69086
0.00196 69167
0.0019694 69242
0.0019788 69312
0.0019883 69377
0.0019977 69437
0.0020071 69492
0.0020165 69543
0.002026 69591
0.0020354 69634
0.0020448 69675
0.0020542 69712
0.0020637 69746
0.0020731 69778
0.0020825 69807
0.0020919 69833
0.0021013 69858
0.0021108 69880
0.0021202 69901
0.0021296 69920
0.002139 69937
0.0021485 69953
0.0021579 69968
0.0021673 69981
0.0021767 69993
0.0021862 70004
0.0021956 70014
0.002205 70023
0.0022144 70032
0.0022238 70040
0.0022333 70047
0.0022427 70053
0.0022521 70059
0.0022615 70064
0.002271 70069
0.0022804 70073
0.0022898 70077
0.0022992 70080
0.0023087 70083
0.0023181 70086
0.0023275 70089
0.0023369 70091
0.0023463 70093
0.0023558 70095
0.0023652 70097
0.0023746 70099
0.002384 70100
0.0023935 70101
0.0024029 70103
0.0024123 70104
0.0024217 70104
0.0024312 70105
0.0024406 70106
0.00245 70107
0.0024594 70107
0.0024688 70108
0.0024783 70108
0.0024877 70109
0.0024971 70109
0.0025065 70109
0.002516 70110
0.0025254 70110
0.0025348 70110
0.0025442 70110
0.0025537 70111
0.0025631 70111
0.0025725 70111
0.0025819 70111
0.0025913 70111
0.0026008 70111
0.0026102 70111
0.0026196 70111
0.002629 70112
0.0026385 70112
0.0026479 70112
0.0026573 70112
0.0026667 70112
0.0026762 70112
0.0026856 70112
0.002695 70112
0.0027044 70112
0.0027138 70112
0.0027233 70112
0.0027327 70112
0.0027421 70112
0.0027515 70112
0.002761 70112
0.0027704 70112
0.0027798 70112
0.0027892 70112
0.0027987 70112
0.0028081 70112
0.0028175 70112
0.0028269 70112
0.0028363 70112
0.0028458 70112
0.0028552 70112
0.0028646 70112
0.002874 70112
0.0028835 70112
0.0028929 70112
0.0029023 70112
0.0029117 70112
0.0029212 70112
0.0029306 70112
0.00294 70112
0.0029494 70112
0.0029588 70112
0.0029683 70112
0.0029777 70112
0.0029871 70112
0.0029965 70112
0.003006 70112
0.0030154 70112
0.0030248 70112
0.0030342 70112
0.0030437 70112
0.0030531 70112
0.0030625 70112
0.0030719 70112
0.0030813 70112
0.0030908 70112
0.0031002 70112
0.0031096 70112
0.003119 70112
0.0031285 70112
0.0031379 70112
0.0031473 70112
0.0031567 70112
0.0031662 70112
0.0031756 70112
0.003185 70112
0.0031944 70112
0.0032038 70112
0.0032133 70112
0.0032227 70112
0.0032321 70112
0.0032415 70112
0.003251 70112
0.0032604 70112
0.0032698 70112
0.0032792 70112
0.0032887 70112
0.0032981 70112
0.0033075 70112
0.0033169 70112
0.0033263 70112
0.0033358 70112
0.0033452 70112
0.0033546 70112
0.003364 70112
0.0033735 70112
0.0033829 70112
0.0033923 70112
0.0034017 70112
0.0034112 70112
0.0034206 70112
0.00343 70112
0.0034394 70112
0.0034488 70112
0.0034583 70112
0.0034677 70112
0.0034771 70112
0.0034865 70112
0.003496 70112
0.00501 52211
1 52211
